concept_id, concept_name,concept_rename
yfcc644_107,dog,
yfcc644_108,birthday,
yfcc644_109,fire,
yfcc644_110,google,
yfcc644_111,christmas,
yfcc644_112,van,
yfcc644_113,practice,
yfcc644_114,una,
yfcc644_115,eye,
yfcc644_116,image,
yfcc644_117,der,
yfcc644_118,west,
yfcc644_119,band,
yfcc644_120,station,
yfcc644_121,tour,
yfcc644_122,sun,
yfcc644_123,wind,
yfcc644_124,museum,
yfcc644_125,bridge,
yfcc644_126,rock,
yfcc644_127,background,
yfcc644_128,air,
yfcc644_129,line,
yfcc644_130,months,
yfcc644_131,makes,
yfcc644_132,die,
yfcc644_133,falls,
yfcc644_134,bike,
yfcc644_135,moving,
yfcc644_136,building,
yfcc644_137,food,
yfcc644_138,family,
yfcc644_139,idea,
yfcc644_140,summer,
yfcc644_141,audio,
yfcc644_142,rain,
yfcc644_143,sea,
yfcc644_144,garden,
yfcc644_145,concert,
yfcc644_146,action,
yfcc644_147,california,
yfcc644_148,couple,
yfcc644_149,episode,
yfcc644_150,singing,
yfcc644_151,shozu,
yfcc644_152,team,
yfcc644_153,coming,
yfcc644_154,myspace,
yfcc644_155,tree,
yfcc644_156,flight,
yfcc644_157,name,
yfcc644_158,friends,
yfcc644_159,decided,
yfcc644_160,event,
yfcc644_161,check,
yfcc644_162,motion,
yfcc644_163,called,
yfcc644_164,development,
yfcc644_165,washington,
yfcc644_166,kids,
yfcc644_167,created,
yfcc644_168,class,
yfcc644_169,trail,
yfcc644_170,guy,
yfcc644_171,hand,
yfcc644_172,london,
yfcc644_173,adam,
yfcc644_174,cut,
yfcc644_175,blog,
yfcc644_176,videotaped,
yfcc644_177,course,
yfcc644_178,window,
yfcc644_179,fish,
yfcc644_180,ice,
yfcc644_181,weekend,
yfcc644_182,thanks,
yfcc644_183,help,
yfcc644_184,isabelle,
yfcc644_185,goes,
yfcc644_186,hotel,
yfcc644_187,enjoy,
yfcc644_188,half,
yfcc644_189,hill,
yfcc644_190,vimeo,
yfcc644_191,evening,
yfcc644_192,baby,
yfcc644_193,learn,
yfcc644_194,network,
yfcc644_195,feet,
yfcc644_196,system,
yfcc644_197,francisco,
yfcc644_198,und,
yfcc644_199,series,
yfcc644_200,hope,
yfcc644_201,timelapse,
yfcc644_202,capture,
yfcc644_203,speed,
yfcc644_204,held,
yfcc644_205,john,
yfcc644_206,mountain,
yfcc644_207,read,
yfcc644_208,afternoon,
yfcc644_209,noise,
yfcc644_210,animation,
yfcc644_211,fireworks,
yfcc644_212,het,
yfcc644_213,parade,
yfcc644_214,shiz,
yfcc644_215,mission,
yfcc644_216,site,
yfcc644_217,birds,
yfcc644_218,agency,
yfcc644_219,storm,
yfcc644_220,ball,
yfcc644_221,county,
yfcc644_222,recorded,
yfcc644_223,square,
yfcc644_224,town,
yfcc644_225,santa,
yfcc644_226,power,
yfcc644_227,peregrine,
yfcc644_228,drive,
yfcc644_229,rspb,
yfcc644_230,york,
yfcc644_231,een,
yfcc644_232,falcons,
yfcc644_233,club,
yfcc644_234,boat,
yfcc644_235,lens,
yfcc644_236,stuff,
yfcc644_237,attempt,
yfcc644_238,field,
yfcc644_239,race,
yfcc644_240,earth,
yfcc644_241,commons,
yfcc644_242,post,
yfcc644_243,public,
yfcc644_244,department,
yfcc644_245,vlog,
yfcc644_246,hall,
yfcc644_247,frame,
yfcc644_248,clouds,
yfcc644_249,media,
yfcc644_250,service,
yfcc644_251,tried,
yfcc644_252,university,
yfcc644_253,met,
yfcc644_254,tower,
yfcc644_255,canyon,
yfcc644_256,experience,
yfcc644_257,spring,
yfcc644_258,eating,
yfcc644_259,nikon,
yfcc644_260,org,
yfcc644_261,pool,
yfcc644_262,science,
yfcc644_263,built,
yfcc644_264,performance,
yfcc644_265,door,
yfcc644_266,floor,
yfcc644_267,track,
yfcc644_268,winter,
yfcc644_269,round,
yfcc644_270,american,
yfcc644_271,feel,
yfcc644_272,screen,
yfcc644_273,time-lapse,
yfcc644_274,downtown,
yfcc644_275,heard,
yfcc644_276,flying,
yfcc644_277,middle,
yfcc644_278,online,
yfcc644_279,zoo,
yfcc644_280,aquarium,
yfcc644_281,program,
yfcc644_282,son,
yfcc644_283,display,
yfcc644_284,mode,
yfcc644_285,sitting,
yfcc644_286,goddard,
yfcc644_287,weather,
yfcc644_288,seattle,
yfcc644_289,usa,
yfcc644_290,bus,
yfcc644_291,canada,
yfcc644_292,including,
yfcc644_293,catch,
yfcc644_294,design,
yfcc644_295,miles,
yfcc644_296,camp,
yfcc644_297,mark,
yfcc644_298,add,
yfcc644_299,shoot,
yfcc644_300,follow,
yfcc644_301,moment,
yfcc644_302,virginia,
yfcc644_303,creek,
yfcc644_304,crowd,
yfcc644_305,machine,
yfcc644_306,coast,
yfcc644_307,scene,
yfcc644_308,change,
yfcc644_309,sky,
yfcc644_310,valley,
yfcc644_311,caught,
yfcc644_312,como,
yfcc644_313,market,
yfcc644_314,sunset,
yfcc644_315,tell,
yfcc644_316,waiting,
yfcc644_317,focus,
yfcc644_318,box,
yfcc644_319,dinner,
yfcc644_320,boys,
yfcc644_321,brentdpayne,
yfcc644_322,story,
yfcc644_323,church,
yfcc644_324,ground,
yfcc644_325,office,
yfcc644_326,radio,
yfcc644_327,sur,
yfcc644_328,toy,
yfcc644_329,wall,
yfcc644_330,windy,
yfcc644_331,news,
yfcc644_332,star,
yfcc644_333,centre,
yfcc644_334,den,
yfcc644_335,mit,
yfcc644_336,credit,
yfcc644_337,software,
yfcc644_338,beginning,
yfcc644_339,traffic,
yfcc644_340,book,
yfcc644_341,pour,
yfcc644_342,talking,
yfcc644_343,yard,
yfcc644_344,girl,
yfcc644_345,male,
yfcc644_346,spot,
yfcc644_347,app,
yfcc644_348,community,
yfcc644_349,australia,
yfcc644_350,david,
yfcc644_351,laughing,
yfcc644_352,listen,
yfcc644_353,stage,
yfcc644_354,violet,
yfcc644_355,wish,
yfcc644_356,edited,
yfcc644_357,control,
yfcc644_358,hit,
yfcc644_359,route,
yfcc644_360,note,
yfcc644_361,pass,
yfcc644_362,piece,
yfcc644_363,village,
yfcc644_364,click,
yfcc644_365,dad,
yfcc644_366,mine,
yfcc644_367,share,
yfcc644_368,cam,
yfcc644_369,color,
yfcc644_370,mom,
yfcc644_371,tumblr,
yfcc644_372,computer,
yfcc644_373,das,
yfcc644_374,forest,
yfcc644_375,model,
yfcc644_376,wedding,
yfcc644_377,channel,
yfcc644_378,airport,
yfcc644_379,apple,
yfcc644_380,este,
yfcc644_381,likes,
yfcc644_382,corner,
yfcc644_383,korean,
yfcc644_384,leaving,
yfcc644_385,bar,
yfcc644_386,feb,
yfcc644_387,file,
yfcc644_388,serving,
yfcc644_389,rest,
yfcc644_390,imovie,
yfcc644_391,studio,
yfcc644_392,research,
yfcc644_393,shop,
yfcc644_394,guess,
yfcc644_395,movement,
yfcc644_396,table,
yfcc644_397,florida,
yfcc644_398,japan,
yfcc644_399,mike,
yfcc644_400,resort,
yfcc644_401,board,
yfcc644_402,bottom,
yfcc644_403,photographed,
yfcc644_404,job,
yfcc644_405,photography,
yfcc644_406,dell,
yfcc644_407,united,
yfcc644_408,break,
yfcc644_409,conference,
yfcc644_410,avenue,
yfcc644_411,com/group,
yfcc644_412,stand,
yfcc644_413,store,
yfcc644_414,texas,
yfcc644_415,lunch,
yfcc644_416,paris,
yfcc644_417,spent,
yfcc644_418,twitter,
yfcc644_419,produced,
yfcc644_420,sept,
yfcc644_421,students,
yfcc644_422,chinese,
yfcc644_423,female,
yfcc644_424,info,
yfcc644_425,truck,
yfcc644_426,children,
yfcc644_427,giant,
yfcc644_428,ocean,
yfcc644_429,remember,
yfcc644_430,summit,
yfcc644_431,yahoo,
yfcc644_432,history,
yfcc644_433,maker,
yfcc644_434,length,
yfcc644_435,library,
yfcc644_436,reason,
yfcc644_437,moon,
yfcc644_438,seo,
yfcc644_439,tokyo,
yfcc644_440,vegas,
yfcc644_441,chris,
yfcc644_442,mind,
yfcc644_443,organization,
yfcc644_444,believe,
yfcc644_445,lost,
yfcc644_446,added,
yfcc644_447,country,
yfcc644_448,stay,
yfcc644_449,tacoma,
yfcc644_450,worth,
yfcc644_451,china,
yfcc644_452,size,
yfcc644_453,support,
yfcc644_454,entertainment,
yfcc644_455,means,
yfcc644_456,p?,
yfcc644_457,distance,
yfcc644_458,engine,
yfcc644_459,nokia,
yfcc644_460,led,
yfcc644_461,max,
yfcc644_462,effects,
yfcc644_463,happened,
yfcc644_464,process,
yfcc644_465,tripod,
yfcc644_466,vancouver,
yfcc644_467,jump,
yfcc644_468,memorial,
yfcc644_469,police,
yfcc644_470,style,
yfcc644_471,dans,
yfcc644_472,future,
yfcc644_473,glass,
yfcc644_474,feeding,
yfcc644_475,kept,
yfcc644_476,sort,
yfcc644_477,peninsula,
yfcc644_478,bed,
yfcc644_479,body,
yfcc644_480,cifor,
yfcc644_481,cup,
yfcc644_482,launch,
yfcc644_483,brought,
yfcc644_484,company,
yfcc644_485,land,
yfcc644_486,level,
yfcc644_487,meeting,
yfcc644_488,shelter,
yfcc644_489,waves,
yfcc644_490,beer,
yfcc644_491,heart,
yfcc644_492,james,
yfcc644_493,leading,
yfcc644_494,notice,
yfcc644_495,surface,
yfcc644_496,une,
yfcc644_497,dean,
yfcc644_498,steam,
yfcc644_499,contact,
yfcc644_500,republic,
yfcc644_501,swimming,
yfcc644_502,yesterday,
yfcc644_503,android,
yfcc644_504,attention,
yfcc644_505,ran,
yfcc644_506,sequence,
yfcc644_507,soldiers,
yfcc644_508,war,
yfcc644_509,card,
yfcc644_510,fine,
yfcc644_511,pero,
yfcc644_512,yeah,
yfcc644_513,ben,
yfcc644_514,putting,
yfcc644_515,resolution,
yfcc644_516,travel,
yfcc644_517,voice,
yfcc644_518,collection,
yfcc644_519,form,
yfcc644_520,lol,
yfcc644_521,rio,
yfcc644_522,season,
yfcc644_523,shashi,
yfcc644_524,celebration,
yfcc644_525,college,
yfcc644_526,diego,
yfcc644_527,guitar,
yfcc644_528,horse,
yfcc644_529,auf,
yfcc644_530,figure,
yfcc644_531,mexico,
yfcc644_532,section,
yfcc644_533,vid,
yfcc644_534,download,
yfcc644_535,hair,
yfcc644_536,message,
yfcc644_537,care,
yfcc644_538,holiday,
yfcc644_539,rally,
yfcc644_540,slide,
yfcc644_541,ver,
yfcc644_542,district,
yfcc644_543,hanging,
yfcc644_544,beiske,
yfcc644_545,button,
yfcc644_546,details,
yfcc644_547,fountain,
yfcc644_548,giving,
yfcc644_549,niagara,
yfcc644_550,pan,
yfcc644_551,ravens,
yfcc644_552,oct,
yfcc644_553,restaurant,
yfcc644_554,roll,
yfcc644_555,species,
yfcc644_556,told,
yfcc644_557,toronto,
yfcc644_558,jimmy,
yfcc644_559,web,
yfcc644_560,fotos,
yfcc644_561,role,
yfcc644_562,sobre,
yfcc644_563,website,
yfcc644_564,based,
yfcc644_565,canal,
yfcc644_566,command,
yfcc644_567,cross,
yfcc644_568,features,
yfcc644_569,india,
yfcc644_570,michael,
yfcc644_571,piano,
yfcc644_572,shown,
yfcc644_573,gallery,
yfcc644_574,sign,
yfcc644_575,circle,
yfcc644_576,data,
yfcc644_577,desde,
yfcc644_578,paper,
yfcc644_579,path,
yfcc644_580,sat,
yfcc644_581,saying,
yfcc644_582,angeles,
yfcc644_583,bought,
yfcc644_584,flash,
yfcc644_585,fort,
yfcc644_586,miss,
yfcc644_587,result,
yfcc644_588,sony,
yfcc644_589,business,
yfcc644_590,mall,
yfcc644_591,demo,
yfcc644_592,holding,
yfcc644_593,hole,
yfcc644_594,ship,
yfcc644_595,bring,
yfcc644_596,guard,
yfcc644_597,paul,
yfcc644_598,tigers,
yfcc644_599,boston,
yfcc644_600,exhibit,
yfcc644_601,sister,
yfcc644_602,defense,
yfcc644_603,energy,
yfcc644_604,taiwan,
yfcc644_605,loop,
yfcc644_606,cell,
yfcc644_607,esta,
yfcc644_608,installation,
yfcc644_609,ist,
yfcc644_610,pick,
yfcc644_611,seeing,
yfcc644_612,wildlife,
yfcc644_613,youth,
yfcc644_614,gone,
yfcc644_615,internet,
yfcc644_616,block,
yfcc644_617,farm,
yfcc644_618,jack,
yfcc644_619,knowledge,
yfcc644_620,sam,
yfcc644_621,thunder,
yfcc644_622,touch,
yfcc644_623,allowed,
yfcc644_624,brief,
yfcc644_625,ceremony,
yfcc644_626,forces,
yfcc644_627,lady,
yfcc644_628,oregon,
yfcc644_629,temple,
yfcc644_630,barnes,
yfcc644_631,brazil,
yfcc644_632,foot,
yfcc644_633,mount,
yfcc644_634,port,
yfcc644_635,qui,
yfcc644_636,request,
yfcc644_637,words,
yfcc644_638,legs,
yfcc644_639,motor,
yfcc644_640,steps,
yfcc644_641,castle,
yfcc644_642,english,
yfcc644_643,located,
yfcc644_644,volume,
dcnn1000_1,"tench,_Tinca_tinca",tench
dcnn1000_2,"goldfish,_Carassius_auratus",goldfish
dcnn1000_3,"great_white_shark,_white_shark,_man-eater,_man-eating_shark,_Carcharodon_carcharias",great_white_shark
dcnn1000_4,"tiger_shark,_Galeocerdo_cuvieri",tiger_shark
dcnn1000_5,"hammerhead,_hammerhead_shark",hammerhead
dcnn1000_6,"electric_ray,_crampfish,_numbfish,_torpedo",electric_ray
dcnn1000_7,stingray,stingray
dcnn1000_8,cock,cock
dcnn1000_9,hen,hen
dcnn1000_10,"ostrich,_Struthio_camelus",ostrich
dcnn1000_11,"brambling,_Fringilla_montifringilla",brambling
dcnn1000_12,"goldfinch,_Carduelis_carduelis",goldfinch
dcnn1000_13,"house_finch,_linnet,_Carpodacus_mexicanus",house_finch
dcnn1000_14,"junco,_snowbird",junco
dcnn1000_15,"indigo_bunting,_indigo_finch,_indigo_bird,_Passerina_cyanea",indigo_bunting
dcnn1000_16,"robin,_American_robin,_Turdus_migratorius",robin
dcnn1000_17,bulbul,bulbul
dcnn1000_18,jay,jay
dcnn1000_19,magpie,magpie
dcnn1000_20,chickadee,chickadee
dcnn1000_21,"water_ouzel,_dipper",water_ouzel
dcnn1000_22,kite,kite
dcnn1000_23,"bald_eagle,_American_eagle,_Haliaeetus_leucocephalus",eagle
dcnn1000_24,vulture,vulture
dcnn1000_25,"great_grey_owl,_great_gray_owl,_Strix_nebulosa",owl
dcnn1000_26,"European_fire_salamander,_Salamandra_salamandra",european_fire_salamander
dcnn1000_27,"common_newt,_Triturus_vulgaris",common_newt
dcnn1000_28,eft,eft
dcnn1000_29,"spotted_salamander,_Ambystoma_maculatum",spotted_salamander
dcnn1000_30,"axolotl,_mud_puppy,_Ambystoma_mexicanum",axolotl
dcnn1000_31,"bullfrog,_Rana_catesbeiana",bullfrog
dcnn1000_32,"tree_frog,_tree-frog",tree_frog
dcnn1000_33,"tailed_frog,_bell_toad,_ribbed_toad,_tailed_toad,_Ascaphus_trui",tailed_frog
dcnn1000_34,"loggerhead,_loggerhead_turtle,_Caretta_caretta",loggerhead
dcnn1000_35,"leatherback_turtle,_leatherback,_leathery_turtle,_Dermochelys_coriacea",leatherback_turtle
dcnn1000_36,mud_turtle,mud_turtle
dcnn1000_37,terrapin,terrapin
dcnn1000_38,"box_turtle,_box_tortoise",box_turtle
dcnn1000_39,banded_gecko,banded_gecko
dcnn1000_40,"common_iguana,_iguana,_Iguana_iguana",common_iguana
dcnn1000_41,"American_chameleon,_anole,_Anolis_carolinensis",american_chameleon
dcnn1000_42,"whiptail,_whiptail_lizard",whiptail
dcnn1000_43,agama,agama
dcnn1000_44,"frilled_lizard,_Chlamydosaurus_kingi",frilled_lizard
dcnn1000_45,alligator_lizard,alligator_lizard
dcnn1000_46,"Gila_monster,_Heloderma_suspectum",gila_monster
dcnn1000_47,"green_lizard,_Lacerta_viridis",green_lizard
dcnn1000_48,"African_chameleon,_Chamaeleo_chamaeleon",african_chameleon
dcnn1000_49,"Komodo_dragon,_Komodo_lizard,_dragon_lizard,_giant_lizard,_Varanus_komodoensis",komodo_dragon
dcnn1000_50,"African_crocodile,_Nile_crocodile,_Crocodylus_niloticus",african_crocodile
dcnn1000_51,"American_alligator,_Alligator_mississipiensis",american_alligator
dcnn1000_52,triceratops,triceratops
dcnn1000_53,"thunder_snake,_worm_snake,_Carphophis_amoenus",thunder_snake
dcnn1000_54,"ringneck_snake,_ring-necked_snake,_ring_snake",ringneck_snake
dcnn1000_55,"hognose_snake,_puff_adder,_sand_viper",hognose_snake
dcnn1000_56,"green_snake,_grass_snake",green_snake
dcnn1000_57,"king_snake,_kingsnake",king_snake
dcnn1000_58,"garter_snake,_grass_snake",garter_snake
dcnn1000_59,water_snake,water_snake
dcnn1000_60,vine_snake,vine_snake
dcnn1000_61,"night_snake,_Hypsiglena_torquata",night_snake
dcnn1000_62,"boa_constrictor,_Constrictor_constrictor",boa_constrictor
dcnn1000_63,"rock_python,_rock_snake,_Python_sebae",rock_python
dcnn1000_64,"Indian_cobra,_Naja_naja",Indian_cobra
dcnn1000_65,green_mamba,green_mamba
dcnn1000_66,sea_snake,sea_snake
dcnn1000_67,"horned_viper,_cerastes,_sand_viper,_horned_asp,_Cerastes_cornutus",horned_viper
dcnn1000_68,"diamondback,_diamondback_rattlesnake,_Crotalus_adamanteus",diamondback
dcnn1000_69,"sidewinder,_horned_rattlesnake,_Crotalus_cerastes",sidewinder
dcnn1000_70,trilobite,trilobite
dcnn1000_71,"harvestman,_daddy_longlegs,_Phalangium_opilio",harvestman
dcnn1000_72,scorpion,scorpion
dcnn1000_73,"black_and_gold_garden_spider,_Argiope_aurantia",black_and_gold_garden_spider
dcnn1000_74,"barn_spider,_Araneus_cavaticus",barn_spider
dcnn1000_75,"garden_spider,_Aranea_diademata",garden_spider
dcnn1000_76,"black_widow,_Latrodectus_mactans",black_widow
dcnn1000_77,tarantula,tarantula
dcnn1000_78,"wolf_spider,_hunting_spider",wolf_spider
dcnn1000_79,tick,tick
dcnn1000_80,centipede,centipede
dcnn1000_81,black_grouse,black_grouse
dcnn1000_82,ptarmigan,ptarmigan
dcnn1000_83,"ruffed_grouse,_partridge,_Bonasa_umbellus",ruffed_grouse
dcnn1000_84,"prairie_chicken,_prairie_grouse,_prairie_fowl",prairie_chicken
dcnn1000_85,peacock,peacock
dcnn1000_86,quail,quail
dcnn1000_87,partridge,partridge
dcnn1000_88,"African_grey,_African_gray,_Psittacus_erithacus",african_grey
dcnn1000_89,macaw,macaw
dcnn1000_90,"sulphur-crested_cockatoo,_Kakatoe_galerita,_Cacatua_galerita",cockatoo
dcnn1000_91,lorikeet,lorikeet
dcnn1000_92,coucal,coucal
dcnn1000_93,bee_eater,bee_eater
dcnn1000_94,hornbill,hornbill
dcnn1000_95,hummingbird,hummingbird
dcnn1000_96,jacamar,jacamar
dcnn1000_97,toucan,toucan
dcnn1000_98,drake,drake
dcnn1000_99,"red-breasted_merganser,_Mergus_serrator",merganser
dcnn1000_100,goose,goose
dcnn1000_101,"black_swan,_Cygnus_atratus",black_swan
dcnn1000_102,tusker,tusker
dcnn1000_103,"echidna,_spiny_anteater,_anteater",anteater
dcnn1000_104,"platypus,_duckbill,_duckbilled_platypus,_duck-billed_platypus,_Ornithorhynchus_anatinus",platypus
dcnn1000_105,"wallaby,_brush_kangaroo",wallaby
dcnn1000_106,"koala,_koala_bear,_kangaroo_bear,_native_bear,_Phascolarctos_cinereus",koala
dcnn1000_107,wombat,wombat
dcnn1000_108,jellyfish,jellyfish
dcnn1000_109,"sea_anemone,_anemone",sea_anemone
dcnn1000_110,brain_coral,brain_coral
dcnn1000_111,"flatworm,_platyhelminth",flatworm
dcnn1000_112,"nematode,_nematode_worm,_roundworm",roundworm
dcnn1000_113,conch,conch
dcnn1000_114,snail,snail
dcnn1000_115,slug,slug
dcnn1000_116,"sea_slug,_nudibranch",sea_slug
dcnn1000_117,"chiton,_coat-of-mail_shell,_sea_cradle,_polyplacophore",chiton
dcnn1000_118,"chambered_nautilus,_pearly_nautilus,_nautilus",chambered_nautilus
dcnn1000_119,"Dungeness_crab,_Cancer_magister",dungeness_crab
dcnn1000_120,"rock_crab,_Cancer_irroratus",rock_crab
dcnn1000_121,fiddler_crab,fiddler_crab
dcnn1000_122,"king_crab,_Alaska_crab,_Alaskan_king_crab,_Alaska_king_crab,_Paralithodes_camtschatica",king_crab
dcnn1000_123,"American_lobster,_Northern_lobster,_Maine_lobster,_Homarus_americanus",american_lobster
dcnn1000_124,"spiny_lobster,_langouste,_rock_lobster,_crawfish,_crayfish,_sea_crawfish",spiny_lobster
dcnn1000_125,"crayfish,_crawfish,_crawdad,_crawdaddy",crayfish
dcnn1000_126,hermit_crab,hermit_crab
dcnn1000_127,isopod,isopod
dcnn1000_128,"white_stork,_Ciconia_ciconia",white_stork
dcnn1000_129,"black_stork,_Ciconia_nigra",black_stork
dcnn1000_130,spoonbill,spoonbill
dcnn1000_131,flamingo,flamingo
dcnn1000_132,"little_blue_heron,_Egretta_caerulea",little_blue_heron
dcnn1000_133,"American_egret,_great_white_heron,_Egretta_albus",american_egret
dcnn1000_134,bittern,bittern
dcnn1000_135,crane,crane
dcnn1000_136,"limpkin,_Aramus_pictus",limpkin
dcnn1000_137,"European_gallinule,_Porphyrio_porphyrio",european_gallinule
dcnn1000_138,"American_coot,_marsh_hen,_mud_hen,_water_hen,_Fulica_americana",american_coot
dcnn1000_139,bustard,bustard
dcnn1000_140,"ruddy_turnstone,_Arenaria_interpres",ruddy_turnstone
dcnn1000_141,"red-backed_sandpiper,_dunlin,_Erolia_alpina",red-backed_sandpiper
dcnn1000_142,"redshank,_Tringa_totanus",redshank
dcnn1000_143,dowitcher,dowitcher
dcnn1000_144,"oystercatcher,_oyster_catcher",oystercatcher
dcnn1000_145,pelican,pelican
dcnn1000_146,"king_penguin,_Aptenodytes_patagonica",king_penguin
dcnn1000_147,"albatross,_mollymawk",albatross
dcnn1000_148,"grey_whale,_gray_whale,_devilfish,_Eschrichtius_gibbosus,_Eschrichtius_robustus",grey_whale
dcnn1000_149,"killer_whale,_killer,_orca,_grampus,_sea_wolf,_Orcinus_orca",killer_whale
dcnn1000_150,"dugong,_Dugong_dugon",dugong
dcnn1000_151,sea_lion,sea_lion
dcnn1000_152,Chihuahua,chihuahua
dcnn1000_153,Japanese_spaniel,japanese_spaniel
dcnn1000_154,"Maltese_dog,_Maltese_terrier,_Maltese",maltese_dog
dcnn1000_155,"Pekinese,_Pekingese,_Peke",pekinese
dcnn1000_156,Shih-Tzu,shih-tzu
dcnn1000_157,Blenheim_spaniel,blenheim_spaniel
dcnn1000_158,papillon,papillon
dcnn1000_159,toy_terrier,toy_terrier
dcnn1000_160,Rhodesian_ridgeback,rhodesian_ridgeback
dcnn1000_161,"Afghan_hound,_Afghan",afghan_hound
dcnn1000_162,"basset,_basset_hound",basset
dcnn1000_163,beagle,beagle
dcnn1000_164,"bloodhound,_sleuthhound",bloodhound
dcnn1000_165,bluetick,bluetick
dcnn1000_166,black-and-tan_coonhound,black-and-tan_coonhound
dcnn1000_167,"Walker_hound,_Walker_foxhound",walker_hound
dcnn1000_168,English_foxhound,wnglish_foxhound
dcnn1000_169,redbone,redbone
dcnn1000_170,"borzoi,_Russian_wolfhound",borzoi
dcnn1000_171,Irish_wolfhound,irish_wolfhound
dcnn1000_172,Italian_greyhound,italian_greyhound
dcnn1000_173,whippet,whippet
dcnn1000_174,"Ibizan_hound,_Ibizan_Podenco",ibizan_hound
dcnn1000_175,"Norwegian_elkhound,_elkhound",norwegian_elkhound
dcnn1000_176,"otterhound,_otter_hound",otterhound
dcnn1000_177,"Saluki,_gazelle_hound",saluki
dcnn1000_178,"Scottish_deerhound,_deerhound",scottish_deerhound
dcnn1000_179,Weimaraner,weimaraner
dcnn1000_180,"Staffordshire_bullterrier,_Staffordshire_bull_terrier",staffordshire_bullterrier
dcnn1000_181,"American_Staffordshire_terrier,_Staffordshire_terrier,_American_pit_bull_terrier,_pit_bull_terrier",armerican_staffordshire_terrier
dcnn1000_182,Bedlington_terrier,bedlington_terrier
dcnn1000_183,Border_terrier,border_terrier
dcnn1000_184,Kerry_blue_terrier,kerry_blue_terrier
dcnn1000_185,Irish_terrier,irish_terrier
dcnn1000_186,Norfolk_terrier,norfolk_terrier
dcnn1000_187,Norwich_terrier,norwich_terrier
dcnn1000_188,Yorkshire_terrier,yorkshire_terrier
dcnn1000_189,wire-haired_fox_terrier,wire-haired_fox_terrier
dcnn1000_190,Lakeland_terrier,lakeland_terrier
dcnn1000_191,"Sealyham_terrier,_Sealyham",sealyham_terrier
dcnn1000_192,"Airedale,_Airedale_terrier",airedale
dcnn1000_193,"cairn,_cairn_terrier",cairn
dcnn1000_194,Australian_terrier,australian_terrier
dcnn1000_195,"Dandie_Dinmont,_Dandie_Dinmont_terrier",dandie_dinmont
dcnn1000_196,"Boston_bull,_Boston_terrier",boston_bull
dcnn1000_197,miniature_schnauzer,miniature_schnauzer
dcnn1000_198,giant_schnauzer,giant_schnauzer
dcnn1000_199,standard_schnauzer,standard_schnauzer
dcnn1000_200,"Scotch_terrier,_Scottish_terrier,_Scottie",scotch_terrier
dcnn1000_201,"Tibetan_terrier,_chrysanthemum_dog",tibetan_terrier
dcnn1000_202,"silky_terrier,_Sydney_silky",silky_terrier
dcnn1000_203,soft-coated_wheaten_terrier,soft-coated_wheaten_terrier
dcnn1000_204,West_Highland_white_terrier,west_highland_white_terrier
dcnn1000_205,"Lhasa,_Lhasa_apso",lhasa
dcnn1000_206,flat-coated_retriever,flat-coated_retriever
dcnn1000_207,curly-coated_retriever,curly-coated_retriever
dcnn1000_208,golden_retriever,golden_retriever
dcnn1000_209,Labrador_retriever,labrador_retriever
dcnn1000_210,Chesapeake_Bay_retriever,chesapeake_bay_retriever
dcnn1000_211,German_short-haired_pointer,german_short-haired_pointer
dcnn1000_212,"vizsla,_Hungarian_pointer",vizsla
dcnn1000_213,English_setter,english_setter
dcnn1000_214,"Irish_setter,_red_setter",irish_setter
dcnn1000_215,Gordon_setter,gordon_setter
dcnn1000_216,Brittany_spaniel,brittany_spaniel
dcnn1000_217,"clumber,_clumber_spaniel",clumber
dcnn1000_218,"English_springer,_English_springer_spaniel",english_springer
dcnn1000_219,Welsh_springer_spaniel,welsh_springer_spaniel
dcnn1000_220,"cocker_spaniel,_English_cocker_spaniel,_cocker",cocker_spaniel
dcnn1000_221,Sussex_spaniel,sussex_spaniel
dcnn1000_222,Irish_water_spaniel,irish_water_spaniel
dcnn1000_223,kuvasz,kuvasz
dcnn1000_224,schipperke,schipperke
dcnn1000_225,groenendael,groenendael
dcnn1000_226,malinois,malinois
dcnn1000_227,briard,briard
dcnn1000_228,kelpie,kelpie
dcnn1000_229,komondor,komondor
dcnn1000_230,"Old_English_sheepdog,_bobtail",old_english_sheepdog
dcnn1000_231,"Shetland_sheepdog,_Shetland_sheep_dog,_Shetland",shetland_sheepdog
dcnn1000_232,collie,collie
dcnn1000_233,Border_collie,border_collie
dcnn1000_234,"Bouvier_des_Flandres,_Bouviers_des_Flandres",bouvier_des_flandres
dcnn1000_235,Rottweiler,rottweiler
dcnn1000_236,"German_shepherd,_German_shepherd_dog,_German_police_dog,_alsatian",german_shepherd
dcnn1000_237,"Doberman,_Doberman_pinscher",doberman
dcnn1000_238,miniature_pinscher,miniature_pinscher
dcnn1000_239,Greater_Swiss_Mountain_dog,greater_swiss_mountain_dog
dcnn1000_240,Bernese_mountain_dog,bernese_mountain_dog
dcnn1000_241,Appenzeller,appenzeller
dcnn1000_242,EntleBucher,entle_bucher
dcnn1000_243,boxer,boxer
dcnn1000_244,bull_mastiff,bull_mastiff
dcnn1000_245,Tibetan_mastiff,tibetan_mastiff
dcnn1000_246,French_bulldog,french_bulldog
dcnn1000_247,Great_Dane,great_dane
dcnn1000_248,"Saint_Bernard,_St_Bernard",saint_bernard
